data_entry,gpt_label,gold_label,gpt_confidence,contains_affirming_device,confidence_normalized
Some icebergs are cute.,0,0,0.95,False,0.00047836529988468877
"Across the entire Arctic, forests are burning at a rate unseen in at least 10,000 years.",1,0,0.9,True,0.0004531881788381262
Tackling climate change will be the greatest global health opportunity of the 21st century .,1,1,0.95,False,0.00047836529988468877
Putting a price on carbon dioxide emissions would be central for getting global warming under control.,1,1,0.9,False,0.0004531881788381262
Humans are causing global warming.,1,1,0.9,False,0.0004531881788381262
There’s no sign of global warming hurting productivity yet.,0,0,0.7,False,0.0003524796946518759
The net effect will be a general and global warming of the earth.,1,1,0.8,False,0.0004028339367450011
There is no scientific proof that human emissions of carbon dioxide (CO2) are the dominant cause of the minor warming of the Earth’s atmosphere over the past 100 years.,0,0,0.95,True,0.00047836529988468877
The West Antarctic Ice Sheet is going to go unstable.,1,1,0.9,False,0.0004531881788381262
"The West Antarctic ice sheet could disappear in as little as 1,000 years.",1,1,0.8,False,0.0004028339367450011
The data isn’t lining up with the Church of Global Warming.,0,0,0.9,False,0.0004531881788381262
"A modest carbon tax could pay for all of this work at a fraction the cost of a cap on emissions of greenhouse gases, the approach pursued by Europe under the Kyoto Protocol (and rejected in the United States).",0,0,0.8,False,0.0004028339367450011
I am hoping that the scientists and politicians who have been blindly demonizing carbon dioxide for 37 years will one day open their eyes and look at the evidence.,0,0,0.9,True,0.0004531881788381262
The world is in the midst of only the third global coral bleaching event ever recorded.,1,0,0.8,False,0.0004028339367450011
The level of carbon dioxide in the atmosphere has never been higher.,1,1,0.8,False,0.0004028339367450011
"The earth’s cattle population actually produces more carbon dioxide than automobiles, planes, and all other forms of transport combined.",0,0,0.8,False,0.0004028339367450011
"There would n’t be much need for emission limits, cap and trade or carbon taxes.",0,0,0.8,False,0.0004028339367450011
Climate alarmists’ve got it wrong on global warming.,0,0,0.9,False,0.0004531881788381262
For-profit carbon project developers work with landowners to qualify large forests for credits.,0,0,0.95,False,0.00047836529988468877
By now there should have been global warming equivalent to 2.8 degrees / century.,0,0,0.8,False,0.0004028339367450011
Climate change models predict a 15 year period of global cooling.,0,0,0.3,False,0.00015106272627937538
"Data on how sea levels are rising, relied upon by the United Nations, is adjusted upward in “ arbitrary ” ways.",0,0,0.8,False,0.0004028339367450011
"At that time, the scientific community had just launched the first satellites that provided images of the sea-ice cover from space.",0,0,1.0,False,0.0005035424209312514
Air travel produces far more carbon emissions than train travel.,1,0,0.8,False,0.0004028339367450011
The increase in extreme flood likelihood will occur prior to reaching 73-percent urbanization because of changes in climate.,1,1,0.9,False,0.0004531881788381262
"The study used real-world data to show what actually happened during floods, instead of relying on a model of what “should” happen.",0,0,1.0,True,0.0005035424209312514
Global warming is occurring more slowly than computer models forecast a decade ago.,0,0,0.8,False,0.0004028339367450011
"It is thought that the hazardous waste would stay buried and frozen forever beneath the Greenland Ice Sheet, but climate change is warming the Arctic and causing portions of the ice sheet to melt.",1,1,0.9,False,0.0004531881788381262
Human emissions of greenhouse gases are causing global warming.,1,1,0.95,False,0.00047836529988468877
"The impacts of long-term global warming are already being felt in coastal flooding, heat waves, intense precipitation and ecosystem change.",1,1,0.95,False,0.00047836529988468877
The value of a global push to limit the human contribution to warming exceeds the economic value of abundant fossil energy.,1,1,0.9,False,0.0004531881788381262
Global warming is a hoax.,0,0,1.0,False,0.0005035424209312514
Alarming levels of sea level rise are predicted to threaten Florida over the next decades.,1,1,0.95,False,0.00047836529988468877
"Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.",0,0,0.95,True,0.00047836529988468877
Global warming is happening and it will be dangerous to human health and welfare.,1,1,1.0,False,0.0005035424209312514
Some icebergs are cute.,0,0,0.95,False,0.00047836529988468877
Global warming is not expected to end anytime soon.,1,1,0.8,False,0.0004028339367450011
"Hopefully, now that scientists are aware of this discrepancy this discrepancy, this discrepancy can be addressed in future models of disappearing ice.",0,0,0.9,False,0.0004531881788381262
A clear switch away from fossil fuels is now on the cards.,1,0,0.8,False,0.0004028339367450011
Human-caused global warming threatens to undermine the past 50 years of gains in public health.,1,1,1.0,False,0.0005035424209312514
The science of anthropogenic global warming is settled.,1,0,0.95,True,0.00047836529988468877
This work bolsters the view of scientists who’ve been calling for a conservation strategy for polar bears and other ice-dependent species focused on areas of the Arctic where sea ice is projected to endure well into this greenhouse-heated era.,1,0,0.9,False,0.0004531881788381262
"In the very act of inventing tools to improve the environment, we will come closer to understanding our place on the planet, as well as in a global society of creatures like ourselves.",0,0,0.9,True,0.0004531881788381262
"Since 1978, the winter Arctic ice cap has shrunk by 12 percent per decade.",1,1,0.9,False,0.0004531881788381262
Climate change has the potential to set back global health.,1,1,0.8,False,0.0004028339367450011
They are too pessimistic about the chances of limiting global warming.,1,1,0.7,False,0.0003524796946518759
"Global temperature increases have been far, far less than doomsday computer models predicted – about three times smaller.",0,0,0.8,False,0.0004028339367450011
"Global warming may be occurring more slowly than earlier thought, and that previous climate models may have been on the hot side.",0,0,0.3,False,0.00015106272627937538
Recent global warming is not only manmade but dangerous.,1,1,0.95,True,0.00047836529988468877
"Global sea levels have risen approximately 8 inches over the past century, with sea-level rises getting higher in some parts of the globe.",1,0,0.8,False,0.0004028339367450011
This agreement sends a powerful signal that the world is fully committed to a low-carbon future.,1,0,0.9,True,0.0004531881788381262
People do not focus as much on 2 degrees energy increases in temperatures or increases in sea levels rising.,0,0,0.8,False,0.0004028339367450011
Global warming is really such a big deal.,1,1,0.8,False,0.0004028339367450011
China had released about 900 million metric tons more carbon dioxide from 2011 to 201.,0,0,0.8,False,0.0004028339367450011
"Rapid warming in the Arctic could upset these deposits, melting them and freeing the gas.",1,1,0.9,False,0.0004531881788381262
Fossil fuel emissions hit an all-time high in 2017 as carbon dioxide emissions surged for the first time in three years.,1,0,0.9,False,0.0004531881788381262
Global warming will harm Americans.,1,1,0.9,False,0.0004531881788381262
Reducing carbon will slow the global warming that is attributed to greenhouse gases.,1,1,0.9,False,0.0004531881788381262
Human activity has increased carbon dioxide emissions and affected the climate.,1,1,0.9,False,0.0004531881788381262
"If the media put global warming front and center on nightly newscasts and front pages and homepages, people would line up to fight the climate crisis.",1,1,0.9,False,0.0004531881788381262
Terrestrial ecosystems play a significant role in the global carbon cycle and offset a large fraction of anthropogenic CO2 emissions.,0,0,0.8,True,0.0004028339367450011
"Carbon pollution is like putting the Earth on an escalator of rising temperatures, with natural variation such as El Nino or the cooling effect of volcanoes like hopping up or down a step or two on that escalator.",1,1,0.9,False,0.0004531881788381262
Global warming will never hurt anyone.,0,0,0.9,False,0.0004531881788381262
Arctic plant species are extremely responsive to fairly rapid climate shifts in the past.,0,0,0.8,False,0.0004028339367450011
"If human-driven climate change continues on the present course, the ice covering the site could begin to melt in about 75 years.",1,1,0.9,False,0.0004531881788381262
The theory that carbon dioxide is a pollutant has not been substantiated scientifically.,0,0,0.9,False,0.0004531881788381262
Global warming is a hoax.,0,0,1.0,False,0.0005035424209312514
Alarming levels of sea level rise are predicted to threaten Florida over the next decades.,1,1,0.95,False,0.00047836529988468877
"Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.",0,0,1.0,True,0.0005035424209312514
Global warming is happening and it will be dangerous to human health and welfare.,1,1,0.95,False,0.00047836529988468877
Some icebergs are cute.,0,0,0.95,False,0.00047836529988468877
Progress in avoiding environmental regrets can come through constructive discussion of ways to cut risks and waste and to sustain a long-term energy quest that extends beyond fossil fuels even while they remain abundant and cheap.,1,1,0.8,False,0.0004028339367450011
Most global warming is natural and even if there had been no Industrial Revolution current global temperatures would be almost exactly the same as they are now.,0,0,0.9,False,0.0004531881788381262
And that’s not the only way global warming causes psychological problems.,1,1,0.9,False,0.0004531881788381262
The winter conditions either debunked or supported the picture of human-driven global warming.,0,0,0.8,False,0.0004028339367450011
"As global temperatures warm, all of NASA’ll be looking at a very different planet.",1,1,0.9,False,0.0004531881788381262
Scientists had manipulated data to hide the decline in global temperatures.,0,0,0.9,False,0.0004531881788381262
Damage to Great Barrier Reef From Global Warming Is Irreversible.,1,1,0.95,False,0.00047836529988468877
More than half think global warming will never hurt anyone.,0,0,0.8,False,0.0004028339367450011
The researchers plan to test additional sites and examine how carbon dioxide levels changed through the glacial cycle.,0,0,0.95,False,0.00047836529988468877
Ice volume is a better measure than ice area.,0,0,0.9,False,0.0004531881788381262
"The world has little more than a decade to limit catastrophic climate change, which will involve millions of people displaced by sea level rise or subjected to deadly heatwaves, as well as the loss of almost all of the planet’s coral reefs.",1,1,0.95,False,0.00047836529988468877
There is no solid evidence of global warming.,0,0,1.0,True,0.0005035424209312514
People will need to see that no catastrophes eventuate on the day the carbon price comes in.,0,0,0.8,True,0.0004028339367450011
A NASA climate scientist is reported as having faked global warming data.,0,0,0.8,False,0.0004028339367450011
Global warming is occurring.,0,1,0.3,False,0.00015106272627937538
There is low confidence in attribution of drought on a global scale to human influence on climate.,0,0,0.8,False,0.0004028339367450011
Global warming is a serious problem but raising the cost of polluting forms of energy is a highly inefficient solution.,1,1,0.95,False,0.00047836529988468877
The political will exists in Washington to pass legislation that could include some kind of a tax on carbon.,0,0,0.8,False,0.0004028339367450011
World sea levels are rising on average.,1,1,0.8,False,0.0004028339367450011
"Even modest changes in suicide rates due to climate change could [ lead to ] large changes in the associated global health burden, particularly in wealthier countries where current suicide rates are relatively high.",1,1,0.9,False,0.0004531881788381262
"The scientists responsible for bigging up global warming are a bunch of useless, lying, cheating, conniving, scum-sucking bottom feeders who by rights should be in jail rather than anywhere near a lab.",0,0,1.0,False,0.0005035424209312514
The globally averaged sea surface temperature for 2013 is among the 10 warmest on record.,1,1,0.8,False,0.0004028339367450011
The world will soon do something about global warming.,0,1,0.1,False,5.0354242093125135e-05
"Far from staying flat since 1998, global temperatures have carried on rising.",1,1,0.9,False,0.0004531881788381262
The paper in no way diminishes the extensive body of observations that global warming is happening and that it is largely due to human activity.,1,1,0.95,False,0.00047836529988468877
Liberated carbon makes our society possible.,0,0,0.8,False,0.0004028339367450011
All fossil fuel use needs to be regulated to reduce global warming.,1,1,0.95,False,0.00047836529988468877
"Global temperatures in 2014 shattered earlier records, making 2014 the hottest year since record-keeping began in 1880.",1,1,0.9,False,0.0004531881788381262
One round-trip flight from New York to Europe or to San Francisco creates a warming effect equivalent to 2 or 3 tons of carbon dioxide per person.,1,1,0.9,False,0.0004531881788381262
Carbon dioxide is not a “primary contributor” to global warming.,0,0,0.9,False,0.0004531881788381262
Global warming is a hoax.,0,0,1.0,False,0.0005035424209312514
Alarming levels of sea level rise are predicted to threaten Florida over the next decades.,1,1,0.95,False,0.00047836529988468877
"Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.",0,0,1.0,True,0.0005035424209312514
Global warming is happening and it will be dangerous to human health and welfare.,1,1,0.95,False,0.00047836529988468877
Some icebergs are cute.,0,0,0.95,False,0.00047836529988468877
"One of those pesky realist scientists whose research using awkward facts shows that global warming isn’t nearly the peril it’s cracked up to be and which may ultimately be one of the reasons why Flannery no longer has that $ 180,000 a year (for a three-day week) job.",0,0,0.9,True,0.0004531881788381262
We can not live on fossil fuel forever.,1,0,0.8,False,0.0004028339367450011
Global warming is what is causing the climate to change .,1,1,0.9,False,0.0004531881788381262
"Anyone objectively looking at the data, even at the graph produced above, can see that climate models are much, much, much better at predicting global warming over the past decade.",1,1,0.9,True,0.0004531881788381262
Rich countries like the United States the United States the United States bear moral responsibility for global warming and should not deny poor countries the chance to build their economies.,1,1,0.9,False,0.0004531881788381262
Europe is suffering from political rejection of fossil fuels.,0,0,0.8,False,0.0004028339367450011
Texas can accept that sea level is rising.,0,0,0.8,False,0.0004028339367450011
The average American generates about 19 tons of carbon dioxide a year.,0,0,0.9,False,0.0004531881788381262
The federal government still lacks a comprehensive strategy to tackle floods.,0,0,0.9,False,0.0004531881788381262
Global warming is likely to prove dangerous.,1,1,0.9,False,0.0004531881788381262
A diet heavy on vegetables is the best diet for the planet in this age of global warming.,1,1,0.9,False,0.0004531881788381262
Carbon dioxide is responsible for the warming.,1,1,0.8,False,0.0004028339367450011
"It interesting that environmental groups are opposed to fracking, which studies have shown help reduce carbon emissions.",0,0,0.7,True,0.0003524796946518759
Natural variability is large for sea ice.,0,0,0.9,False,0.0004531881788381262
Global warming is due in large part to human activity.,1,1,0.9,False,0.0004531881788381262
Sea level rise is accelerating.,1,0,0.9,False,0.0004531881788381262
These regions are pumping carbon dioxide to the atmosphere.,1,0,0.8,False,0.0004028339367450011
The United States government has violated their constitutional rights by allowing fossil fuel production to continue — despite knowing its effects on the planet.,1,1,0.9,True,0.0004531881788381262
"A mammoth effort is needed, beginning now and carrying through the century, to decarbonize global energy systems.",1,1,0.95,False,0.00047836529988468877
Co2 is a demon molecule that causes global warming.,1,1,0.9,False,0.0004531881788381262
There appears to be hope for travel and tourism to continue to grow in the wake of global warming.,0,0,0.8,False,0.0004028339367450011
These findings will require an upward revision to current predictions of sea level rise.,1,0,0.9,True,0.0004531881788381262
Sea level rise is a direct consequence of global warming.,1,1,0.9,False,0.0004531881788381262
The striking Arctic change is as much a result of ice moving as melting.,0,0,0.8,False,0.0004028339367450011
The human contribution to the global greenhouse effect has increased 29 percent since 1999.,1,0,0.8,False,0.0004028339367450011
Global warming is not a crisis.,0,0,0.95,False,0.00047836529988468877
"More warming leads to more fires, which release more carbon, which causes more warming, and so on.",1,1,0.95,False,0.00047836529988468877
The carbon regulations are unconstitutional.,0,0,0.7,False,0.0003524796946518759
"A low amount of Arctic sea ice, while not record-breaking, is the new normal.",1,0,0.8,False,0.0004028339367450011
The rate of Antarctic melt is already six times faster than it is just a few decades ago.,1,0,0.9,False,0.0004531881788381262
Global warming is a hoax.,0,0,1.0,False,0.0005035424209312514
Alarming levels of sea level rise are predicted to threaten Florida over the next decades.,1,1,0.95,False,0.00047836529988468877
"Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.",0,0,0.95,True,0.00047836529988468877
Global warming is happening and it will be dangerous to human health and welfare.,1,1,0.95,False,0.00047836529988468877
Some icebergs are cute.,0,0,0.95,False,0.00047836529988468877
Coral reefs may be more resilient to global warming and bleaching than we think.,0,0,0.8,False,0.0004028339367450011
The basics are clear long ago and the response to global warming is more about ethics and economics than data.,1,1,0.8,False,0.0004028339367450011
Much of the rise in sea level we’ve seen since the 1880s is the result of thermal expansion.,1,0,0.7,True,0.0003524796946518759
"To further pound the point home, the article the article is festooned with imaginative graphics of future human fossils.",0,0,0.8,False,0.0004028339367450011
The odds for human extinction because of climate change or global warming are 50 percent or more.,1,1,0.9,False,0.0004531881788381262
Co2 is responsible for the apparent global temperature increase.,1,1,0.8,False,0.0004028339367450011
"Climate change, rising atmospheric carbon dioxide, excess nutrient inputs, and pollution in its many forms are fundamentally altering the chemistry of the ocean, often on a global scale and, in some cases, at rates greatly exceeding those in the historical and recent geological record.",1,1,0.9,True,0.0004531881788381262
Global surface temperatures have not increased for the past 15 years.,0,0,0.9,False,0.0004531881788381262
"In recent years, the rising earth has probably skewed satellite measurements of ice loss, leading researchers to underestimate the rate of vanishing ice by as much as 10 percent.",1,0,0.8,True,0.0004028339367450011
Humanity is about to cause an equal or greater rise in sea level.,1,1,0.9,False,0.0004531881788381262
California’s forests emitted more carbon than they sequestered.,1,0,0.9,False,0.0004531881788381262
"As global temperatures rise, microbes in the soil have been releasing CO2 faster than plants can snatch it up again.",1,0,0.9,False,0.0004531881788381262
"For most uses, the GHG footprint of shale gas is greater than that of other fossil fuels on time scales of up to 100 years.",1,0,0.9,True,0.0004531881788381262
Because of climate change the warming Arctic is weakening the polar vortex.,1,1,0.9,False,0.0004531881788381262
Global warming might be caused by some combination of human activity and Mother Nature.,0,0,0.8,False,0.0004028339367450011
Companies that burn fossil fuels should be taxed at a rate that reflected the harms they are imposing on the rest of the world.,1,0,0.9,False,0.0004531881788381262
"As even the IPCC had to admit, sea level rise between 1920 and 1950 is similar to the recent period.",0,0,0.8,True,0.0004028339367450011
Global warming is overestimated by 100 % over 20 years.,0,0,0.9,True,0.0004531881788381262
The nation that leads the clean energy economy is likely to lead the global economy.,0,0,0.8,False,0.0004028339367450011
Obama Obama plans to suspend new permits for offshore drilling in Arctic waters at least through the rest of this year.,0,0,0.9,False,0.0004531881788381262
Exclusive emphasis on a carbon price is a delusion.,0,0,0.8,False,0.0004028339367450011
Global warming could increase these risks in the future.,1,1,0.9,False,0.0004531881788381262
Better models are needed before exceptional events can be reliably linked to global warming.,0,0,0.8,False,0.0004028339367450011
Global warming global warming is natural.,0,0,0.8,False,0.0004028339367450011
The Arctic ice cap is melting faster than is predicted even five years ago.,1,1,0.9,False,0.0004531881788381262
The rate of global warming is accelerating.,1,1,0.9,False,0.0004531881788381262
The Arctic ice cap is melting faster than is predicted even five years ago.,1,1,0.9,False,0.0004531881788381262
"On the other hand, the proportion of so-called multiyear ice is higher this year than in 2011.",0,0,0.95,False,0.00047836529988468877
"Of course, the strongest evidence for global warming isn’t isolated events like particularly hot days.",0,0,0.8,True,0.0004028339367450011
We must wean ourselves off fossil fuels.,1,0,0.9,False,0.0004531881788381262
Global warming is a hoax.,0,0,1.0,False,0.0005035424209312514
Alarming levels of sea level rise are predicted to threaten Florida over the next decades.,1,1,0.95,False,0.00047836529988468877
"Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.",0,0,0.95,True,0.00047836529988468877
Global warming is happening and it will be dangerous to human health and welfare.,1,1,1.0,False,0.0005035424209312514
Some icebergs are cute.,0,0,0.95,False,0.00047836529988468877
Global warming is a myth the greenies’ heads exploded.,0,0,0.95,False,0.00047836529988468877
There appears to have been little or no change in globally averaged temperature over the last two decades.,0,0,0.9,False,0.0004531881788381262
The global warming of the 1900s is caused by a rise in solar output.,0,0,0.8,False,0.0004028339367450011
"Global warming is influencing the weather, in the wake of a string of deadly extreme events in the US.",1,1,0.9,False,0.0004531881788381262
2018 is the fourth hottest year on record,1,0,0.9,False,0.0004531881788381262
Democratic members should focus on phasing out fossil fuels.,1,1,0.9,False,0.0004531881788381262
"Last year, global CO2 emissions rose by 1.4 .",0,0,0.8,False,0.0004028339367450011
The benefits of carbon dioxide outweigh the environmental costs.,0,0,0.9,False,0.0004531881788381262
"Despite the increased human emissions of greenhouse gases, between 2002 and 2014, plants are somehow able to absorb more carbon dioxide out of the atmosphere than in previous decades.",0,0,0.8,False,0.0004028339367450011
The findings do not undermine global warming theory.,1,1,0.8,True,0.0004028339367450011
The climate-mitigation potential of carbon farming has been greatly oversold.,0,0,0.8,False,0.0004028339367450011
The annual cost of the global warming industry is $ 1.5 trillion.,0,0,0.8,False,0.0004028339367450011
Global warming is happening.,1,1,0.8,False,0.0004028339367450011
ExxonMobil for years had understood the climate risks associated with fossil fuels while publicly downplaying the danger.,1,1,0.9,False,0.0004531881788381262
"After the most extensive and expensive global propaganda campaign, fewer people worry about a warming planet than did 25 years ago.",0,0,0.9,False,0.0004531881788381262
"As solid and invulnerable as the Statue of Liberty seems, the World Heritage site is actually at considerable risk from some of the impacts of climate change, especially sea-level rise, increased intensity of storms and storm surges.",1,1,0.9,True,0.0004531881788381262
But people should still be concerned about global warming.,1,1,0.9,False,0.0004531881788381262
Human activity is primarily responsible for the rise in carbon dioxide emissions.,1,1,0.9,False,0.0004531881788381262
"The whole world will be devastated if we don’t stop burning fossil fuels immediately (if not sooner, since some say it’s too late and the world is already doomed).",1,1,0.95,True,0.00047836529988468877
Carbon dioxide is a threat to public health.,1,1,0.9,False,0.0004531881788381262
"There had been no global warming this millennium, and why, though the two satellites continue to show little or no warming.",0,0,0.9,True,0.0004531881788381262
The Arctic has lost nearly 95 percent of its oldest ice.,1,0,0.9,False,0.0004531881788381262
Global warming is a very serious problem.,1,1,1.0,False,0.0005035424209312514
The world must halve global emissions or face cataclysmic global warming.,1,1,0.95,False,0.00047836529988468877
"Most scientists think global warming is happening, while majorities of Republicans (56 %) and Tea Party members (69 %) say that there is a lot of disagreement among scientists about whether or not global warming is happening.",0,0,0.8,True,0.0004028339367450011
There is something unusual about current temperatures: that we have catastrophic global warming from industrialisation.,1,1,0.9,False,0.0004531881788381262
Global warming is happening and is caused by human activities.,1,1,0.9,False,0.0004531881788381262
Global trade merely outsourced U.S. emissions.,0,0,0.8,False,0.0004028339367450011
"Some governments are taking serious action to mitigate global warming, when in reality they have achieved almost nothing.",0,0,0.2,False,0.00010070848418625027
Worldwide sea levels rose over the last two decades by about a foot per century.,1,0,0.7,False,0.0003524796946518759
Global warming is a hoax.,0,0,1.0,False,0.0005035424209312514
Alarming levels of sea level rise are predicted to threaten Florida over the next decades.,1,1,0.95,False,0.00047836529988468877
"Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.",0,0,0.95,True,0.00047836529988468877
Global warming is happening and it will be dangerous to human health and welfare.,1,1,0.95,False,0.00047836529988468877
Some icebergs are cute.,0,0,0.95,False,0.00047836529988468877
The global climate deal that Mr. Obama helped to strike in Paris this month will survive intact no matter who follows him as president.,0,0,0.8,False,0.0004028339367450011
The Pacific winds are the culprit for slowing global warming.,0,0,0.8,False,0.0004028339367450011
"Climate change has caused more than 3 trillion tons of ice to melt from Antarctica over the past 25 years ago, according to a USA Today report.",1,0,0.9,False,0.0004531881788381262
"Historically the earth has warmed and cooled through natural weather fluctuation and that the fear mongering regarding global warming / man-made climate change is based on false assumptions, unsustained by science.",0,0,0.95,False,0.00047836529988468877
Global warming is endangering some of the most popular and delicious foods on the planet.,1,1,0.9,False,0.0004531881788381262
"Two extremely broad propositions – carbon dioxide is a “greenhouse gas,” and human activity has warmed the planet to some extent – tallied up the papers in their survey sample that agreed with these propositions to even the slightest degree, and manufactured the “97 percent consensus” factoid.",0,0,0.9,True,0.0004531881788381262
Glaciers are melting at a pace unprecedented in modern times During his Alaska trip.,1,0,0.9,False,0.0004531881788381262
Carbon emissions are growing exponentially.,1,0,0.9,False,0.0004531881788381262
"The odds favored another record in 2016, noting that meeting the obligations under the Paris deal will be increasingly difficult unless tough measures are taken to reign in carbon emissions in the coming decades.",1,0,0.9,False,0.0004531881788381262
Global warming is like a world war.,1,1,0.9,False,0.0004531881788381262
A massive outpouring of carbon dioxide from the deep ocean may have helped end the last ice age.,0,0,0.8,False,0.0004028339367450011
The JMA&apos;s global average temperature in 2014 is 1.1 F hotter than its 20th century average.,1,0,0.8,False,0.0004028339367450011
Climate change is affecting the Antarctic more than previously believed and is likely to prompt global projections of sea-level rise to be revised upward.,1,1,0.95,False,0.00047836529988468877
"With already warmer temperatures, this leads to the melting of permafrost and the release of greenhouse gases like methane.",1,1,0.9,False,0.0004531881788381262
"The earth is racing toward “global extinction” similar to the era of the dinosaurs, as half the world’s species are allegedly failing to cope with global warming.",1,1,0.95,False,0.00047836529988468877
"“Climate change” is not a high priority for voters, and they haven’t paid much attention to the latest climate confab in Paris, which had a carbon footprint bigger than a thousand normal Americans living average lives for an entire year.",0,0,0.8,True,0.0004028339367450011
Stable sea levels can be rendered to look like they are nonetheless rising at an accelerated pace.,0,0,0.9,False,0.0004531881788381262
There has been no global warming for nearly 19 years.,0,0,0.9,False,0.0004531881788381262
"If the findings the findings hold up, the findings would confirm the West Antarctic Ice Sheet might not need a huge nudge to budge.",0,0,0.8,True,0.0004028339367450011
"Local sea level trends in the last 140 years had been very gently rising, neutral or negative (ie sea levels had fallen).",0,0,0.8,False,0.0004028339367450011
"A global temperature rise of more than 2 degrees Celsius, or 3.6 Fahrenheit, would be devastating.",1,1,0.95,False,0.00047836529988468877
People are linking recent weather phenomena with the concept of global warming.,0,0,0.8,True,0.0004028339367450011
The world has to begin a long-term shift from fossil fuels to more sustainable forms of energy.,1,1,0.9,False,0.0004531881788381262
From 1860-1880 as well as from 1910-1940 the rate of global warming is the same as from 1980-200.,0,0,0.8,False,0.0004028339367450011
There is a definite declining trend in Arctic sea ice.,1,1,0.9,False,0.0004531881788381262
The 1997-1998 El Niño broke global temperature records in back-to-back years at the time.,0,0,0.9,False,0.0004531881788381262
Solar can take on fossil fuels.,0,0,0.8,False,0.0004028339367450011
Balance of evidence suggests a discernible human influence on global climate.,1,1,0.9,True,0.0004531881788381262
