Index,gold_label,gpt_label,Confidence,confidence_normalized
151,other,inferiority,0.85,0.0001700496544991
152,stereotypical,stereotypical,0.75,0.0001500438127933
153,stereotypical,stereotypical,0.75,0.0001500438127933
154,stereotypical,stereotypical,0.75,0.0001500438127933
155,incitement,white grievance,0.85,0.0001700496544991
156,incitement,incitement,0.85,0.0001700496544991
157,white_grievance,stereotypical,0.75,0.0001500438127933
158,white_grievance,stereotypical,0.75,0.0001500438127933
159,inferiority,inferiority,0.85,0.0001700496544991
160,incitement,stereotypical,0.75,0.0001500438127933
161,incitement,white grievance,0.85,0.0001700496544991
162,stereotypical,stereotypical,0.75,0.0001500438127933
163,threatening,incitement,0.85,0.0001700496544991
164,incitement,white grievance,0.85,0.0001700496544991
165,stereotypical,incitement,0.85,0.0001700496544991
166,white_grievance,stereotypical,0.75,0.0001500438127933
167,white_grievance,stereotypical,0.75,0.0001500438127933
168,white_grievance,stereotypical,0.75,0.0001500438127933
169,incitement,white grievance,0.85,0.0001700496544991
170,white_grievance,stereotypical,0.75,0.0001500438127933
171,incitement,white grievance,0.85,0.0001700496544991
172,incitement,stereotypical,0.75,0.0001500438127933
173,incitement,stereotypical,0.75,0.0001500438127933
174,incitement,incitement,0.85,0.0001700496544991
175,white_grievance,stereotypical,0.75,0.0001500438127933
176,incitement,stereotypical,0.75,0.0001500438127933
177,incitement,incitement,0.85,0.0001700496544991
178,incitement,stereotypical,0.75,0.0001500438127933
179,inferiority,inferiority,0.85,0.0001700496544991
180,white_grievance,stereotypical,0.75,0.0001500438127933
181,incitement,stereotypical,0.75,0.0001500438127933
182,white_grievance,stereotypical,0.75,0.0001500438127933
183,stereotypical,stereotypical,0.75,0.0001500438127933
184,incitement,stereotypical,0.75,0.0001500438127933
185,stereotypical,stereotypical,0.75,0.0001500438127933
186,stereotypical,stereotypical,0.75,0.0001500438127933
187,stereotypical,stereotypical,0.75,0.0001500438127933
188,stereotypical,stereotypical,0.75,0.0001500438127933
189,incitement,incitement,0.85,0.0001700496544991
190,inferiority,stereotypical,0.75,0.0001500438127933
191,white_grievance,incitement,0.85,0.0001700496544991
192,white_grievance,stereotypical,0.75,0.0001500438127933
193,irony,stereotypical,0.75,0.0001500438127933
194,white_grievance,stereotypical,0.75,0.0001500438127933
195,white_grievance,stereotypical,0.75,0.0001500438127933
196,incitement,incitement,0.85,0.0001700496544991
197,white_grievance,stereotypical,0.75,0.0001500438127933
198,white_grievance,threatening,0.85,0.0001700496544991
199,white_grievance,white grievance,0.85,0.0001700496544991
200,stereotypical,stereotypical,0.75,0.0001500438127933
201,white_grievance,stereotypical,0.75,0.0001500438127933
202,inferiority,stereotypical,0.75,0.0001500438127933
203,inferiority,stereotypical,0.75,0.0001500438127933
204,white_grievance,stereotypical,0.75,0.0001500438127933
205,white_grievance,stereotypical,0.75,0.0001500438127933
206,white_grievance,stereotypical,0.75,0.0001500438127933
207,white_grievance,white grievance,0.85,0.0001700496544991
208,stereotypical,stereotypical,0.75,0.0001500438127933
209,white_grievance,stereotypical,0.75,0.0001500438127933
210,incitement,white grievance,0.85,0.0001700496544991
211,stereotypical,stereotypical,0.75,0.0001500438127933
212,stereotypical,stereotypical,0.75,0.0001500438127933
213,white_grievance,threatening,0.85,0.0001700496544991
214,white_grievance,incitement,0.85,0.0001700496544991
215,incitement,white grievance,0.85,0.0001700496544991
216,irony,stereotypical,0.75,0.0001500438127933
217,stereotypical,stereotypical,0.75,0.0001500438127933
218,white_grievance,white grievance,0.85,0.0001700496544991
219,stereotypical,stereotypical,0.75,0.0001500438127933
220,white_grievance,incitement,0.85,0.0001700496544991
221,stereotypical,stereotypical,0.75,0.0001500438127933
222,white_grievance,stereotypical,0.75,0.0001500438127933
223,stereotypical,stereotypical,0.75,0.0001500438127933
224,incitement,stereotypical,0.75,0.0001500438127933
225,inferiority,threatening,0.85,0.0001700496544991
226,white_grievance,incitement,0.85,0.0001700496544991
227,stereotypical,stereotypical,0.75,0.0001500438127933
228,incitement,stereotypical,0.75,0.0001500438127933
229,incitement,incitement,0.85,0.0001700496544991
230,white_grievance,white grievance,0.85,0.0001700496544991
231,white_grievance,stereotypical,0.75,0.0001500438127933
232,white_grievance,threatening,0.85,0.0001700496544991
233,incitement,incitement,0.85,0.0001700496544991
234,stereotypical,threatening,0.85,0.0001700496544991
235,stereotypical,stereotypical,0.75,0.0001500438127933
236,white_grievance,stereotypical,0.75,0.0001500438127933
237,irony,stereotypical,0.75,0.0001500438127933
238,inferiority,white grievance,0.85,0.0001700496544991
239,white_grievance,stereotypical,0.75,0.0001500438127933
240,white_grievance,stereotypical,0.75,0.0001500438127933
241,white_grievance,stereotypical,0.75,0.0001500438127933
242,white_grievance,stereotypical,0.75,0.0001500438127933
243,incitement,threatening,0.85,0.0001700496544991
244,incitement,stereotypical,0.75,0.0001500438127933
245,stereotypical,stereotypical,0.75,0.0001500438127933
246,white_grievance,stereotypical,0.75,0.0001500438127933
247,stereotypical,stereotypical,0.75,0.0001500438127933
248,incitement,stereotypical,0.75,0.0001500438127933
249,stereotypical,stereotypical,0.75,0.0001500438127933
250,white_grievance,white grievance,0.85,0.0001700496544991
251,incitement,stereotypical,0.75,0.0001500438127933
252,incitement,incitement,0.85,0.0001700496544991
253,stereotypical,stereotypical,0.75,0.0001500438127933
254,incitement,stereotypical,0.75,0.0001500438127933
255,white_grievance,white grievance,0.85,0.0001700496544991
256,inferiority,incitement,0.85,0.0001700496544991
257,incitement,stereotypical,0.75,0.0001500438127933
258,inferiority,white grievance,0.85,0.0001700496544991
259,white_grievance,stereotypical,0.75,0.0001500438127933
260,stereotypical,stereotypical,0.75,0.0001500438127933
261,stereotypical,stereotypical,0.75,0.0001500438127933
262,incitement,stereotypical,0.75,0.0001500438127933
263,threatening,threatening,0.85,0.0001700496544991
264,white_grievance,stereotypical,0.75,0.0001500438127933
265,stereotypical,incitement,0.85,0.0001700496544991
266,incitement,stereotypical,0.75,0.0001500438127933
267,incitement,stereotypical,0.75,0.0001500438127933
268,white_grievance,stereotypical,0.75,0.0001500438127933
269,white_grievance,white grievance,0.85,0.0001700496544991
270,incitement,stereotypical,0.75,0.0001500438127933
271,incitement,stereotypical,0.75,0.0001500438127933
272,white_grievance,stereotypical,0.75,0.0001500438127933
273,stereotypical,stereotypical,0.75,0.0001500438127933
274,inferiority,stereotypical,0.75,0.0001500438127933
275,stereotypical,stereotypical,0.75,0.0001500438127933
276,white_grievance,inferiority,0.85,0.0001700496544991
277,white_grievance,inferiority,0.85,0.0001700496544991
278,incitement,stereotypical,0.75,0.0001500438127933
279,inferiority,stereotypical,0.75,0.0001500438127933
280,incitement,stereotypical,0.75,0.0001500438127933
281,stereotypical,stereotypical,0.75,0.0001500438127933
282,incitement,incitement,0.85,0.0001700496544991
283,incitement,stereotypical,0.75,0.0001500438127933
284,white_grievance,stereotypical,0.75,0.0001500438127933
285,inferiority,stereotypical,0.75,0.0001500438127933
286,irony,inferiority,0.85,0.0001700496544991
287,stereotypical,stereotypical,0.75,0.0001500438127933
288,white_grievance,stereotypical,0.75,0.0001500438127933
289,incitement,stereotypical,0.75,0.0001500438127933
290,white_grievance,stereotypical,0.75,0.0001500438127933
291,threatening,incitement,0.85,0.0001700496544991
292,white_grievance,incitement,0.85,0.0001700496544991
293,white_grievance,stereotypical,0.75,0.0001500438127933
294,white_grievance,incitement,0.85,0.0001700496544991
295,irony,stereotypical,0.75,0.0001500438127933
296,white_grievance,stereotypical,0.75,0.0001500438127933
297,incitement,incitement,0.85,0.0001700496544991
298,stereotypical,stereotypical,0.75,0.0001500438127933
299,stereotypical,inferiority,0.85,0.0001700496544991
300,stereotypical,inferiority,0.85,0.0001700496544991
301,white_grievance,stereotypical,0.75,0.0001500438127933
302,white_grievance,stereotypical,0.75,0.0001500438127933
303,white_grievance,stereotypical,0.75,0.0001500438127933
304,stereotypical,stereotypical,0.75,0.0001500438127933
305,white_grievance,white grievance,0.85,0.0001700496544991
306,irony,stereotypical,0.75,0.0001500438127933
307,white_grievance,stereotypical,0.75,0.0001500438127933
308,stereotypical,stereotypical,0.75,0.0001500438127933
309,white_grievance,stereotypical,0.75,0.0001500438127933
310,white_grievance,stereotypical,0.75,0.0001500438127933
311,white_grievance,white grievance,0.85,0.0001700496544991
312,stereotypical,stereotypical,0.75,0.0001500438127933
313,stereotypical,stereotypical,0.75,0.0001500438127933
314,white_grievance,stereotypical,0.75,0.0001500438127933
315,white_grievance,white grievance,0.85,0.0001700496544991
316,inferiority,stereotypical,0.75,0.0001500438127933
317,incitement,stereotypical,0.75,0.0001500438127933
318,white_grievance,white grievance,0.85,0.0001700496544991
319,incitement,stereotypical,0.75,0.0001500438127933
320,stereotypical,stereotypical,0.75,0.0001500438127933
321,white_grievance,stereotypical,0.75,0.0001500438127933
322,incitement,stereotypical,0.75,0.0001500438127933
323,white_grievance,inferiority,0.85,0.0001700496544991
324,inferiority,inferiority,0.85,0.0001700496544991
325,stereotypical,stereotypical,0.75,0.0001500438127933
326,white_grievance,stereotypical,0.75,0.0001500438127933
327,stereotypical,stereotypical,0.75,0.0001500438127933
328,stereotypical,stereotypical,0.75,0.0001500438127933
329,white_grievance,threatening,0.85,0.0001700496544991
330,incitement,white grievance,0.85,0.0001700496544991
331,inferiority,inferiority,0.85,0.0001700496544991
332,white_grievance,stereotypical,0.75,0.0001500438127933
333,incitement,incitement,0.85,0.0001700496544991
334,stereotypical,inferiority,0.85,0.0001700496544991
335,white_grievance,stereotypical,0.75,0.0001500438127933
336,white_grievance,stereotypical,0.75,0.0001500438127933
337,white_grievance,stereotypical,0.75,0.0001500438127933
338,stereotypical,stereotypical,0.75,0.0001500438127933
339,incitement,stereotypical,0.75,0.0001500438127933
340,stereotypical,stereotypical,0.75,0.0001500438127933
341,stereotypical,stereotypical,0.75,0.0001500438127933
342,incitement,stereotypical,0.75,0.0001500438127933
343,white_grievance,stereotypical,0.75,0.0001500438127933
344,incitement,stereotypical,0.75,0.0001500438127933
345,stereotypical,incitement,0.85,0.0001700496544991
346,incitement,stereotypical,0.75,0.0001500438127933
347,inferiority,inferiority,0.85,0.0001700496544991
348,inferiority,stereotypical,0.75,0.0001500438127933
349,incitement,stereotypical,0.75,0.0001500438127933
350,white_grievance,stereotypical,0.75,0.0001500438127933
351,white_grievance,white grievance,0.85,0.0001700496544991
352,white_grievance,stereotypical,0.75,0.0001500438127933
353,incitement,incitement,0.85,0.0001700496544991
354,white_grievance,inferiority,0.85,0.0001700496544991
355,white_grievance,stereotypical,0.75,0.0001500438127933
356,other,stereotypical,0.75,0.0001500438127933
357,stereotypical,stereotypical,0.75,0.0001500438127933
358,white_grievance,incitement,0.85,0.0001700496544991
359,white_grievance,threatening,0.85,0.0001700496544991
360,stereotypical,stereotypical,0.75,0.0001500438127933
361,white_grievance,stereotypical,0.75,0.0001500438127933
362,incitement,white grievance,0.85,0.0001700496544991
363,stereotypical,stereotypical,0.75,0.0001500438127933
364,incitement,stereotypical,0.75,0.0001500438127933
365,incitement,stereotypical,0.75,0.0001500438127933
366,stereotypical,stereotypical,0.75,0.0001500438127933
367,stereotypical,threatening,0.85,0.0001700496544991
368,white_grievance,white grievance,0.85,0.0001700496544991
369,white_grievance,stereotypical,0.75,0.0001500438127933
370,white_grievance,stereotypical,0.75,0.0001500438127933
371,white_grievance,stereotypical,0.75,0.0001500438127933
372,incitement,stereotypical,0.75,0.0001500438127933
373,incitement,stereotypical,0.75,0.0001500438127933
374,incitement,incitement,0.85,0.0001700496544991
375,incitement,stereotypical,0.75,0.0001500438127933
376,incitement,stereotypical,0.75,0.0001500438127933
377,incitement,stereotypical,0.75,0.0001500438127933
378,incitement,stereotypical,0.75,0.0001500438127933
379,incitement,white grievance,0.85,0.0001700496544991
380,white_grievance,stereotypical,0.75,0.0001500438127933
381,threatening,threatening,0.85,0.0001700496544991
382,incitement,stereotypical,0.75,0.0001500438127933
383,white_grievance,inferiority,0.85,0.0001700496544991
384,stereotypical,stereotypical,0.75,0.0001500438127933
385,incitement,stereotypical,0.75,0.0001500438127933
386,stereotypical,stereotypical,0.75,0.0001500438127933
387,white_grievance,stereotypical,0.75,0.0001500438127933
388,white_grievance,stereotypical,0.75,0.0001500438127933
389,white_grievance,stereotypical,0.75,0.0001500438127933
390,stereotypical,stereotypical,0.75,0.0001500438127933
391,white_grievance,stereotypical,0.75,0.0001500438127933
392,incitement,incitement,0.85,0.0001700496544991
393,threatening,stereotypical,0.75,0.0001500438127933
394,white_grievance,white grievance,0.85,0.0001700496544991
395,incitement,stereotypical,0.75,0.0001500438127933
396,stereotypical,stereotypical,0.75,0.0001500438127933
397,incitement,white grievance,0.85,0.0001700496544991
398,incitement,stereotypical,0.75,0.0001500438127933
399,other,white grievance,0.85,0.0001700496544991
400,white_grievance,threatening,0.85,0.0001700496544991
401,white_grievance,stereotypical,0.75,0.0001500438127933
402,white_grievance,stereotypical,0.75,0.0001500438127933
403,threatening,stereotypical,0.75,0.0001500438127933
404,white_grievance,stereotypical,0.75,0.0001500438127933
405,stereotypical,stereotypical,0.75,0.0001500438127933
406,inferiority,stereotypical,0.75,0.0001500438127933
407,other,stereotypical,0.75,0.0001500438127933
408,stereotypical,stereotypical,0.75,0.0001500438127933
409,white_grievance,stereotypical,0.75,0.0001500438127933
410,incitement,incitement,0.85,0.0001700496544991
411,white_grievance,stereotypical,0.75,0.0001500438127933
412,incitement,stereotypical,0.75,0.0001500438127933
413,incitement,incitement,0.85,0.0001700496544991
414,incitement,stereotypical,0.75,0.0001500438127933
415,incitement,stereotypical,0.75,0.0001500438127933
416,incitement,stereotypical,0.75,0.0001500438127933
417,stereotypical,stereotypical,0.75,0.0001500438127933
418,incitement,white grievance,0.85,0.0001700496544991
419,stereotypical,stereotypical,0.75,0.0001500438127933
420,incitement,incitement,0.85,0.0001700496544991
421,inferiority,inferiority,0.85,0.0001700496544991
422,white_grievance,white grievance,0.85,0.0001700496544991
423,stereotypical,stereotypical,0.75,0.0001500438127933
424,white_grievance,threatening,0.85,0.0001700496544991
425,incitement,stereotypical,0.75,0.0001500438127933
426,irony,stereotypical,0.75,0.0001500438127933
427,inferiority,white grievance,0.85,0.0001700496544991
428,incitement,incitement,0.85,0.0001700496544991
429,stereotypical,inferiority,0.85,0.0001700496544991
430,white_grievance,stereotypical,0.75,0.0001500438127933
431,stereotypical,threatening,0.85,0.0001700496544991
432,white_grievance,stereotypical,0.75,0.0001500438127933
433,stereotypical,stereotypical,0.75,0.0001500438127933
434,stereotypical,stereotypical,0.75,0.0001500438127933
435,stereotypical,stereotypical,0.75,0.0001500438127933
436,stereotypical,stereotypical,0.75,0.0001500438127933
437,stereotypical,stereotypical,0.75,0.0001500438127933
438,stereotypical,stereotypical,0.75,0.0001500438127933
439,incitement,stereotypical,0.75,0.0001500438127933
440,incitement,incitement,0.85,0.0001700496544991
441,incitement,stereotypical,0.75,0.0001500438127933
442,stereotypical,incitement,0.85,0.0001700496544991
443,white_grievance,incitement,0.85,0.0001700496544991
444,incitement,white grievance,0.85,0.0001700496544991
445,stereotypical,threatening,0.85,0.0001700496544991
446,stereotypical,stereotypical,0.75,0.0001500438127933
447,stereotypical,stereotypical,0.75,0.0001500438127933
448,stereotypical,stereotypical,0.75,0.0001500438127933
449,stereotypical,stereotypical,0.75,0.0001500438127933
450,white_grievance,stereotypical,0.75,0.0001500438127933
451,incitement,stereotypical,0.75,0.0001500438127933
452,incitement,stereotypical,0.75,0.0001500438127933
453,stereotypical,stereotypical,0.75,0.0001500438127933
454,incitement,white grievance,0.85,0.0001700496544991
455,white_grievance,stereotypical,0.75,0.0001500438127933
456,threatening,incitement,0.85,0.0001700496544991
457,irony,stereotypical,0.75,0.0001500438127933
458,irony,stereotypical,0.75,0.0001500438127933
459,incitement,incitement,0.75,0.0001500438127933
460,incitement,threatening,0.85,0.0001700496544991
461,incitement,incitement,0.85,0.0001700496544991
462,white_grievance,white grievance,0.85,0.0001700496544991
463,stereotypical,incitement,0.85,0.0001700496544991
464,incitement,stereotypical,0.75,0.0001500438127933
465,incitement,inferiority,0.85,0.0001700496544991
466,incitement,stereotypical,0.75,0.0001500438127933
467,stereotypical,stereotypical,0.75,0.0001500438127933
468,threatening,threatening,0.85,0.0001700496544991
469,incitement,stereotypical,0.75,0.0001500438127933
470,incitement,white grievance,0.85,0.0001700496544991
471,incitement,stereotypical,0.75,0.0001500438127933
472,stereotypical,stereotypical,0.75,0.0001500438127933
473,incitement,incitement,0.75,0.0001500438127933
474,stereotypical,stereotypical,0.75,0.0001500438127933
475,incitement,white grievance,0.85,0.0001700496544991
476,stereotypical,stereotypical,0.75,0.0001500438127933
477,incitement,stereotypical,0.75,0.0001500438127933
478,incitement,white grievance,0.85,0.0001700496544991
479,incitement,white grievance,0.85,0.0001700496544991
480,white_grievance,stereotypical,0.75,0.0001500438127933
481,incitement,white grievance,0.85,0.0001700496544991
482,white_grievance,stereotypical,0.75,0.0001500438127933
483,stereotypical,stereotypical,0.75,0.0001500438127933
484,incitement,stereotypical,0.75,0.0001500438127933
485,incitement,white grievance,0.85,0.0001700496544991
486,incitement,white grievance,0.85,0.0001700496544991
487,incitement,white grievance,0.85,0.0001700496544991
488,stereotypical,stereotypical,0.75,0.0001500438127933
489,incitement,stereotypical,0.75,0.0001500438127933
490,stereotypical,incitement,0.85,0.0001700496544991
491,incitement,incitement,0.85,0.0001700496544991
492,stereotypical,stereotypical,0.75,0.0001500438127933
493,inferiority,stereotypical,0.75,0.0001500438127933
494,incitement,stereotypical,0.75,0.0001500438127933
495,incitement,stereotypical,0.75,0.0001500438127933
496,incitement,white grievance,0.85,0.0001700496544991
497,incitement,stereotypical,0.75,0.0001500438127933
498,incitement,stereotypical,0.75,0.0001500438127933
499,inferiority,stereotypical,0.75,0.0001500438127933
500,incitement,inferiority,0.85,0.0001700496544991
501,incitement,white grievance,0.85,0.0001700496544991
502,white_grievance,white grievance,0.85,0.0001700496544991
503,incitement,stereotypical,0.75,0.0001500438127933
504,incitement,incitement,0.85,0.0001700496544991
505,incitement,incitement,0.85,0.0001700496544991
506,incitement,stereotypical,0.75,0.0001500438127933
507,threatening,incitement,0.85,0.0001700496544991
508,irony,stereotypical,0.75,0.0001500438127933
509,stereotypical,stereotypical,0.75,0.0001500438127933
510,irony,stereotypical,0.75,0.0001500438127933
511,white_grievance,white grievance,0.85,0.0001700496544991
512,irony,threatening,0.85,0.0001700496544991
513,irony,inferiority,0.85,0.0001700496544991
514,irony,stereotypical,0.75,0.0001500438127933
515,incitement,stereotypical,0.75,0.0001500438127933
516,stereotypical,stereotypical,0.75,0.0001500438127933
517,stereotypical,stereotypical,0.75,0.0001500438127933
518,incitement,white grievance,0.85,0.0001700496544991
519,other,stereotypical,0.75,0.0001500438127933
520,stereotypical,incitement,0.85,0.0001700496544991
521,white_grievance,incitement,0.85,0.0001700496544991
522,white_grievance,stereotypical,0.75,0.0001500438127933
523,stereotypical,stereotypical,0.75,0.0001500438127933
524,incitement,stereotypical,0.75,0.0001500438127933
525,stereotypical,stereotypical,0.75,0.0001500438127933
526,white_grievance,white grievance,0.85,0.0001700496544991
527,white_grievance,stereotypical,0.75,0.0001500438127933
528,white_grievance,stereotypical,0.75,0.0001500438127933
529,stereotypical,stereotypical,0.75,0.0001500438127933
530,stereotypical,stereotypical,0.75,0.0001500438127933
531,stereotypical,stereotypical,0.75,0.0001500438127933
532,white_grievance,white grievance,0.85,0.0001700496544991
533,white_grievance,stereotypical,0.75,0.0001500438127933
534,white_grievance,stereotypical,0.75,0.0001500438127933
535,stereotypical,stereotypical,0.75,0.0001500438127933
536,white_grievance,white grievance,0.85,0.0001700496544991
537,white_grievance,stereotypical,0.75,0.0001500438127933
538,stereotypical,stereotypical,0.75,0.0001500438127933
539,irony,stereotypical,0.75,0.0001500438127933
540,white_grievance,threatening,0.85,0.0001700496544991
541,stereotypical,stereotypical,0.75,0.0001500438127933
542,incitement,inferiority,0.85,0.0001700496544991
543,white_grievance,stereotypical,0.75,0.0001500438127933
544,stereotypical,stereotypical,0.75,0.0001500438127933
545,inferiority,incitement,0.85,0.0001700496544991
546,irony,stereotypical,0.75,0.0001500438127933
547,white_grievance,white grievance,0.85,0.0001700496544991
548,stereotypical,stereotypical,0.75,0.0001500438127933
549,white_grievance,incitement,0.85,0.0001700496544991
550,white_grievance,incitement,0.85,0.0001700496544991
551,stereotypical,stereotypical,0.75,0.0001500438127933
552,white_grievance,stereotypical,0.75,0.0001500438127933
553,white_grievance,stereotypical,0.75,0.0001500438127933
554,incitement,threatening,0.85,0.0001700496544991
555,stereotypical,incitement,0.85,0.0001700496544991
556,stereotypical,inferiority,0.85,0.0001700496544991
557,white_grievance,stereotypical,0.75,0.0001500438127933
558,irony,stereotypical,0.75,0.0001500438127933
559,other,stereotypical,0.75,0.0001500438127933
560,white_grievance,stereotypical,0.75,0.0001500438127933
561,white_grievance,threatening,0.85,0.0001700496544991
562,incitement,stereotypical,0.75,0.0001500438127933
563,stereotypical,stereotypical,0.75,0.0001500438127933
564,stereotypical,stereotypical,0.75,0.0001500438127933
565,incitement,stereotypical,0.75,0.0001500438127933
566,irony,irony,0.85,0.0001700496544991
567,stereotypical,stereotypical,0.75,0.0001500438127933
568,incitement,stereotypical,0.75,0.0001500438127933
569,white_grievance,incitement,0.75,0.0001500438127933
570,white_grievance,stereotypical,0.75,0.0001500438127933
571,incitement,incitement,0.85,0.0001700496544991
